href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age,new_native_language
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1138,english319,male,uk,english,['none'],"['29,', 'male', '']",0.0,naturalistic,['uk'],29.0,29.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1215,english334,female,uk,english,['none'],"['18,', 'female', '']",0.0,naturalistic,['uk'],18.0,18.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1241,english350,female,uk,english,['none'],"['18,', 'female', '']",0.0,naturalistic,['uk'],18.0,18.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1287,english363,male,uk,english,['none'],"['20,', 'male', '']",0.0,naturalistic,['uk'],20.0,20.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1292,english365,male,uk,english,"['french', '']","['52,', 'male', '']",0.0,naturalistic,['uk'],52.0,52.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1293,english366,female,uk,english,['none'],"['25,', 'female', '']",0.0,naturalistic,['uk'],25.0,25.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1294,english367,female,uk,english,"['french', 'russian', '']","['25,', 'female', '']",0.0,naturalistic,['uk'],23.0,25.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1295,english368,male,uk,english,"['french', 'german', '']","['43,', 'male', '']",0.0,naturalistic,"['uk,', 'singapore']",43.0,43.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1310,english374,male,uk,english,"['welsh', '']","['36,', 'male', '']",0.0,naturalistic,['uk'],36.0,36.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1348,english400,female,uk,english,['none'],"['59,', 'female', '']",0.0,naturalistic,['canada'],55.0,59.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1373,english413,female,uk,english,['none'],"['20,', 'female', '']",0.0,naturalistic,['uk'],20.0,20.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1380,english417,female,uk,english,"['german', '']","['20,', 'female', '']",0.0,naturalistic,['uk'],20.0,20.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1502,english440,female,uk,english,"['spanish', '']","['22,', 'female', '']",0.0,naturalistic,['scotland'],22.0,22.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1536,english448,male,uk,english,"['german', '']","['20,', 'male', '']",0.0,naturalistic,['uk'],20.0,20.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1544,english450,male,uk,english,"['french', 'german', '']","['26,', 'male', '']",0.0,naturalistic,['uk'],26.0,26.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1554,english456,female,uk,english,['none'],"['37,', 'female', '']",0.0,naturalistic,['uk'],37.0,37.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1561,english460,female,uk,english,"['german', '']","['19,', 'female', '']",0.0,naturalistic,['uk'],19.0,19.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1635,english465,male,uk,english,"['french', 'spanish', 'mandarin', '']","['20,', 'male', '']",0.0,naturalistic,['uk'],19.0,20.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1642,english470,male,uk,english,"['french', 'japanese', '']","['21,', 'male', '']",0.0,naturalistic,['uk'],20.0,21.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1650,english473,male,uk,english,['none'],"['20,', 'male', '']",0.0,naturalistic,['uk'],20.0,20.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1688,english487,female,uk,english,"['french', '']","['22,', 'female', '']",0.0,naturalistic,['uk'],22.0,22.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1692,english488,female,uk,english,['none'],"['35,', 'female', '']",0.0,naturalistic,"['uk,', 'usa']",35.0,35.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1724,english496,male,uk,english,"['japanese', '']","['20,', 'male', '']",0.0,naturalistic,['uk'],20.0,20.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2012,english549,female,uk,english,"['french', 'arabic', '']","['19,', 'female', '']",0.0,naturalistic,"['uk,', 'usa']",17.0,19.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2081,english566,male,uk,english,['none'],"['22,', 'male', '']",0.0,naturalistic,['uk'],22.0,22.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2171,english578,male,uk,english,"['french', '']","['60,', 'male', '']",0.0,naturalistic,"['uk,', 'canada,', 'usa']",60.0,60.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2187,english582,male,uk,english,['none'],"['60,', 'male', '']",0.0,naturalistic,['uk'],60.0,60.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2195,english583,male,uk,english,['none'],"['72,', 'male', '']",0.0,naturalistic,['uk'],72.0,72.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2362,english589,male,uk,english,"['french', 'spanish', 'italian', 'portuguese', '']","['48,', 'male', '']",0.0,naturalistic,['uk'],21.0,48.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2533,english612,male,uk,english,['none'],"['20,', 'male', '']",0.0,naturalistic,['uk'],20.0,20.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2735,english620,male,uk,english,['none'],"['55,', 'male', '']",0.0,naturalistic,"['uk,', 'usa']",55.0,55.0,english
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=299,russian1,male,russia,russian,['none'],"['37,', 'male', '']",36.0,academic,['usa'],1.0,37.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=302,russian2,female,ukraine,russian,"['polish', 'czech', '']","['50,', 'female', '']",10.0,academic,['usa'],7.0,50.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=303,russian3,female,ukraine,russian,"['ukrainian', '']","['35,', 'female', '']",6.0,academic,['usa'],7.0,35.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=304,russian4,female,russia,russian,"['albanian', '']","['68,', 'female', '']",38.0,academic,['usa'],9.0,68.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=305,russian5,female,russia,russian,"['hebrew', '']","['25,', 'female', '']",15.0,academic,['usa'],0.3,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=306,russian6,female,russia,russian,['none'],"['26,', 'female', '']",11.0,academic,['usa'],3.0,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=309,russian9,male,russia,russian,"['hebrew', 'italian', '']","['23,', 'male', '']",7.0,academic,[''],0.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=300,russian10,female,russia,russian,"['french', 'polish', 'german', 'japanese', 'welsh', '']","['20,', 'female', '']",5.0,academic,['uk'],0.5,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=460,russian12,male,russia,russian,['none'],"['62,', 'male', '']",53.0,naturalistic,['usa'],9.0,62.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=472,russian13,male,russia,russian,"['french', 'spanish', '']","['26,', 'male', '']",10.0,academic,[''],0.0,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=609,russian14,male,russia,russian,['none'],"['33,', 'male', '']",18.0,academic,['usa'],6.0,33.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=647,russian15,female,kazakhstan,russian,"['belarusan', '']","['34,', 'female', '']",12.0,academic,"['canada,', 'usa']",6.0,34.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=648,russian16,male,belarus,russian,"['belarusan', 'polish', 'french', 'german', '']","['35,', 'male', '']",11.0,academic,"['uk,', 'usa']",6.0,35.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=671,russian17,male,russia,russian,"['spanish', 'portuguese', '']","['37,', 'male', '']",18.0,academic,['usa'],2.0,37.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=831,russian18,male,russia,russian,"['german', '']","['23,', 'male', '']",13.0,academic,['usa'],1.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=834,russian19,male,kazakhstan,russian,"['german', '']","['40,', 'male', '']",17.0,academic,['usa'],7.0,40.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=911,russian20,female,kazakhstan,russian,['none'],"['28,', 'female', '']",17.0,academic,[''],0.0,28.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1057,russian23,female,ukraine,russian,"['ukrainian', 'spanish', 'german', '']","['21,', 'female', '']",5.0,academic,['usa'],2.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1073,russian24,female,russia,russian,"['german', '']","['33,', 'female', '']",19.0,academic,"['new', 'zealand,', 'australia']",8.5,33.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1097,russian26,female,moldova,russian,['none'],"['23,', 'female', '']",17.0,academic,['usa'],5.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1191,russian27,male,russia,russian,"['ukrainian', 'polish', 'german', '']","['21,', 'male', '']",14.0,naturalistic,[''],0.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1198,russian28,female,belarus,russian,"['french', 'german', '']","['25,', 'female', '']",11.0,academic,['usa'],4.0,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1254,russian29,male,moldova,russian,"['german', '']","['21,', 'male', '']",6.0,academic,[''],0.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1279,russian30,male,russia,russian,['none'],"['18,', 'male', '']",12.0,academic,[''],0.0,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1311,russian31,male,estonia,russian,"['estonian', '']","['21,', 'male', '']",4.0,naturalistic,['uk'],0.75,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1314,russian32,female,ukraine,russian,"['ukrainian', 'french', '']","['31,', 'female', '']",14.0,academic,[''],0.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1317,russian33,female,kazakhstan,russian,"['kazakh', '']","['24,', 'female', '']",17.0,academic,['usa'],4.0,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1407,russian34,male,russia,russian,['none'],"['19,', 'male', '']",15.0,academic,"['new', 'zealand']",2.0,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1467,russian35,male,germany,russian,"['ukrainian', 'german', 'dutch', 'french', '']","['27,', 'male', '']",16.0,academic,[''],0.0,27.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1518,russian36,male,russia,russian,"['french', '']","['25,', 'male', '']",20.0,academic,['usa'],4.0,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1523,russian37,male,russia,russian,['none'],"['31,', 'male', '']",10.0,academic,[''],0.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1774,russian40,female,kyrgyzstan,russian,"['mandarin', 'turkish', 'arabic', 'mandarin', '']","['23,', 'female', '']",8.0,academic,['usa'],2.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1844,russian41,female,russia,russian,"['german', 'turkish', 'japanese', 'latin', '']","['30,', 'female', '']",10.0,academic,['usa'],10.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1924,russian42,female,russia,russian,"['spanish', 'french', '']","['24,', 'female', '']",4.0,academic,['usa'],7.0,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1947,russian44,female,russia,russian,"['german', 'spanish', '']","['29,', 'female', '']",6.0,academic,['usa'],10.0,29.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2105,russian46,female,russia,russian,"['french', 'german', '']","['24,', 'female', '']",7.0,academic,['australia'],1.0,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2107,russian47,female,russia,russian,['none'],"['26,', 'female', '']",6.0,academic,['usa'],0.4,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2224,russian49,female,russia,russian,"['spanish', 'italian', '']","['30,', 'female', '']",5.0,academic,['usa'],10.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2273,russian51,female,azerbaijan,russian,"['azerbaijani', '']","['49,', 'female', '']",7.0,academic,['usa'],6.5,49.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2369,russian52,male,ukraine,russian,"['ukrainian', '']","['23,', 'male', '']",8.0,academic,['usa'],1.5,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2546,russian53,female,russia,russian,"['italian', '']","['32,', 'female', '']",7.0,academic,['usa'],4.0,32.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2617,russian55,female,ukraine,russian,"['ukrainian', '']","['33,', 'female', '']",9.0,naturalistic,[''],0.0,33.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2620,russian56,female,russia,russian,"['french', 'polish', '']","['60,', 'female', '']",25.0,naturalistic,['usa'],0.1,60.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2621,russian57,male,russia,russian,"['german', 'arabic', '']","['40,', 'male', '']",17.0,academic,[''],0.0,40.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2622,russian58,male,russia,russian,"['spanish', '']","['45,', 'male', '']",12.0,naturalistic,[''],0.0,45.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2623,russian59,female,russia,russian,"['czech', 'slovak', '']","['63,', 'female', '']",15.0,academic,[''],0.0,63.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2624,russian60,male,russia,russian,"['german', '']","['30,', 'male', '']",7.0,academic,[''],0.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2625,russian61,female,russia,russian,['none'],"['24,', 'female', '']",7.0,academic,[''],0.0,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2626,russian62,female,russia,russian,['none'],"['23,', 'female', '']",7.0,academic,[''],0.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2627,russian63,male,russia,russian,"['ukrainian', '']","['45,', 'male', '']",7.0,academic,[''],0.0,45.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2628,russian64,female,russia,russian,"['spanish', '']","['20,', 'female', '']",12.0,academic,[''],0.0,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2629,russian65,male,ukraine,russian,"['ukrainian', '']","['21,', 'male', '']",6.0,academic,['usa'],2.2,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2631,russian66,female,russia,russian,['none'],"['23,', 'female', '']",19.0,naturalistic,[''],0.0,23.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2632,russian67,male,russia,russian,['none'],"['31,', 'male', '']",10.0,academic,['malta'],0.1,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2633,russian68,male,russia,russian,['none'],"['30,', 'male', '']",9.0,academic,[''],0.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2634,russian69,female,russia,russian,"['spanish', '']","['22,', 'female', '']",5.0,academic,['uk'],0.1,22.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2635,russian70,male,russia,russian,"['french', '']","['30,', 'male', '']",10.0,academic,['uk'],0.1,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2636,russian71,male,russia,russian,"['french', '']","['33,', 'male', '']",6.0,academic,"['uk,', 'usa']",0.2,33.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2639,russian72,female,russia,russian,['none'],"['21,', 'female', '']",7.0,academic,[''],0.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2641,russian73,female,russia,russian,['none'],"['29,', 'female', '']",7.0,academic,['usa'],0.1,29.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2642,russian74,female,russia,russian,['none'],"['31,', 'female', '']",9.0,academic,[''],0.0,31.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2644,russian75,female,russia,russian,"['german', '']","['20,', 'female', '']",10.0,academic,[''],0.0,20.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2659,russian76,female,russia,russian,['none'],"['21,', 'female', '']",16.0,academic,[''],0.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2717,russian77,female,russia,russian,"['french', '']","['36,', 'female', '']",24.0,academic,['usa'],5.0,36.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2870,russian80,female,ukraine,russian,"['ukrainian', 'german', '']","['25,', 'female', '']",5.0,academic,['usa'],4.0,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=11,arabic1,female,saudi arabia,arabic,['none'],"['38,', 'female', '']",12.0,academic,['usa'],4.0,38.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=16,arabic2,male,syria,arabic,['none'],"['18,', 'male', '']",2.5,naturalistic,['usa'],3.0,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=17,arabic3,male,qatar,arabic,['none'],"['24,', 'male', '']",9.0,academic,['usa'],1.0,24.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=18,arabic4,male,united arab emirates,arabic,"['french', '']","['19,', 'male', '']",6.0,academic,['usa'],0.6,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=19,arabic5,female,morocco,arabic,"['french', '']","['19,', 'female', '']",15.0,academic,['usa'],0.6,19.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=20,arabic6,male,yemen,arabic,['none'],"['21,', 'male', '']",14.5,academic,"['uk,usa']",2.0,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=21,arabic7,female,morocco,arabic,"['french', '']","['18,', 'female', '']",15.0,academic,['usa'],0.1,18.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=22,arabic8,male,morocco,arabic,"['french', '']","['21,', 'male', '']",17.0,academic,['usa'],0.7,21.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=12,arabic10,male,egypt,arabic,"['french', 'german', '']","['26,', 'male', '']",5.0,academic,['usa'],2.0,26.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=13,arabic11,female,tunisia,arabic,"['french', '']","['30,', 'female', '']",14.0,academic,['usa'],4.0,30.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=14,arabic12,male,iraq,arabic,['none'],"['32,', 'male', '']",11.0,academic,['usa'],8.0,32.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=15,arabic13,male,lebanon,arabic,"['french', 'swedish', '']","['25,', 'male', '']",15.0,academic,['usa'],1.0,25.0,other
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=437,arabic15,male,tunisia,arabic,"['french', '']","['40,', 'male', '']",33.0,naturalistic,['usa'],7.0,40.0,other
